    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y
70            -0.97274589        -0.94676924            -0.97826054
71            -0.96267886        -0.85227162            -0.96192317
72            -0.96258092        -0.93572572            -0.96201202
73            -0.13178853        -0.25324007            -0.32211838
74            -0.45122593        -0.41565861            -0.66921638
75            -0.04339598        -0.23676263            -0.27649151
76            -0.98881310        -0.96394059            -0.99141493
77            -0.98186562        -0.94498020            -0.97619766
78            -0.98006624        -0.94468748            -0.97511331
79            -0.43974692        -0.20140193            -0.60610331
80            -0.33708627         0.29997598            -0.48581929
81             0.19470884        -0.06651446            -0.27474400
82            -0.97334339        -0.94708116            -0.98696399
83            -0.97043718        -0.93142620            -0.96683422
84            -0.96645091        -0.91343319            -0.96400992
85            -0.31007143        -0.42579847            -0.63778596
86            -0.31336355        -0.28842901            -0.74895485
87             0.15963171        -0.28424971            -0.56364013
88            -0.98463902        -0.96347507            -0.98972005
89            -0.97999480        -0.93128678            -0.98143283
90            -0.97364446        -0.92404301            -0.97365004
91            -0.40338656        -0.66507840            -0.72280844
92            -0.49306713        -0.51818965            -0.79729323
93            -0.07834989        -0.42231532            -0.59582221
94            -0.98361533        -0.93794240            -0.98826125
95            -0.98676155        -0.96410577            -0.99080943
96            -0.98789100        -0.95902004            -0.98821243
97            -0.27567279        -0.52249476            -0.53970849
98            -0.39091245        -0.44083726            -0.68231163
99            -0.20657668        -0.35268728            -0.59231949
100           -0.99144650        -0.97541025            -0.99444676
101           -0.99036325        -0.97768084            -0.99237212
102           -0.98012675        -0.95932550            -0.98203812
103           -0.42541866        -0.60851009            -0.72659178
104           -0.57933032        -0.52805813            -0.83552513
105           -0.38251733        -0.50799548            -0.74415952
106           -0.99115935        -0.98137268            -0.99486891
107           -0.98601529        -0.95979712            -0.98851967
108           -0.98952628        -0.98056088            -0.99215305
109            0.03565588        -0.02184632            -0.27148748
110           -0.28406069        -0.26440144            -0.50740029
111            0.45061207         0.23782123            -0.04389850
112           -0.98420518        -0.95049181            -0.98583128
113           -0.97964084        -0.93795103            -0.98306943
114           -0.98066829        -0.95590665            -0.98024551
115            0.02107657        -0.03678532            -0.14986415
116           -0.23944437        -0.25392999            -0.45539607
117            0.04671858        -0.03057624            -0.27559188
118           -0.97253787        -0.94106991            -0.97507615
119           -0.93845437        -0.84368341            -0.92632879
120           -0.98016169        -0.96215360            -0.98107930
121           -0.08384880        -0.40830443            -0.45036999
122           -0.40418388        -0.42023600            -0.64772342
123            0.09523394        -0.38842033            -0.50913086
124           -0.98652087        -0.97122506            -0.99030223
125           -0.97160651        -0.94561440            -0.97615369
126           -0.97855262        -0.94928915            -0.98224647
127            0.11153292        -0.39077568            -0.50310631
128           -0.08765016        -0.20255818            -0.67563302
129           -0.03376410        -0.26392198            -0.61765936
130           -0.96857678        -0.93326849            -0.97650377
131           -0.95882510        -0.90077656            -0.96608615
132           -0.95984982        -0.92391157            -0.97420169
133           -0.02681944         0.16334645             0.25017320
134           -0.36270885        -0.36673299            -0.55127519
135            0.29208720         0.05399729             0.05949085
136           -0.97366878        -0.93700610            -0.97922700
137           -0.97481153        -0.92379657            -0.97238737
138           -0.98668565        -0.95722759            -0.98131483
139           -0.40982456        -0.56386321            -0.55602277
140           -0.44106869        -0.50392906            -0.63818035
141           -0.14350197        -0.36369488            -0.45915985
142           -0.98541846        -0.96925716            -0.99072453
143           -0.97310834        -0.95310478            -0.97999572
144           -0.98360593        -0.95782993            -0.97865910
145           -0.54287006        -0.48980939            -0.75703254
146           -0.67451306        -0.38775412            -0.82488330
147           -0.48297693        -0.38216092            -0.67960595
    fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z
1       -0.319134720      0.056040007      -0.27968675
2       -0.337428189      0.021769511       0.08595655
3        0.024330839     -0.112963740      -0.29792789
4       -0.976412313     -0.917275006      -0.93446956
5       -0.996040010     -0.972084643      -0.97931750
6       -0.924437435     -0.833625556      -0.81289156
7       -0.457651384     -0.169219686      -0.45522215
8       -0.320582414      0.084880279      -0.09454498
9        0.016104620      0.171973973      -0.16203289
10      -0.987362090     -0.950073754      -0.95686286
11      -0.989825642     -0.958527181      -0.95228484
12      -0.973246482     -0.981025106      -0.98479218
13      -0.379276781     -0.124030832      -0.42299847
14      -0.285333024     -0.008039875      -0.35079723
15      -0.065441719     -0.109722354      -0.38972303
16      -0.971605878     -0.849655658      -0.86432246
17      -0.969931287     -0.892434349      -0.90480125
18      -0.983691129     -0.964094604      -0.96327908
19      -0.447234930     -0.101799451      -0.59419833
20      -0.173217219     -0.101434446      -0.34510982
21       0.039009826     -0.322531318      -0.51269430
22      -0.981908189     -0.889467349      -0.92699932
23      -0.978737638     -0.857380282      -0.88755432
24      -0.952464881     -0.946380971      -0.96215445
25      -0.297517355      0.042602683      -0.48305996
26      -0.004738197      0.165037631      -0.28925666
27       0.336554725      0.026826988      -0.35339785
28      -0.982590842     -0.902291530      -0.92184351
29      -0.970668409     -0.867933178      -0.85823139
30      -0.964953894     -0.972909187      -0.96588219
31      -0.345227690      0.101699642      -0.55047462
32      -0.021133563      0.159123777      -0.36587418
33       0.403369767      0.283247838      -0.40601431
34      -0.982451285     -0.925676956      -0.92576848
35      -0.984067374     -0.921449111      -0.92206722
36      -0.932462941     -0.929711220      -0.92400475
37      -0.322034908     -0.143721823       0.13331683
38      -0.279870086     -0.341025553      -0.12491227
39       0.073011080     -0.190187141      -0.10012149
40      -0.972879966     -0.904629196      -0.84408305
41      -0.980541336     -0.919118753      -0.91235881
42      -0.931120581     -0.922917902      -0.95338065
43      -0.148386859      0.324844931      -0.15843734
44      -0.175284990      0.305401460       0.13376619
45      -0.026046326      0.232184078       0.02149148
46      -0.978256731     -0.923829969      -0.93388985
47      -0.989183750     -0.936231723      -0.91974496
48      -0.940125298     -0.931236757      -0.93114650
49      -0.218019977     -0.223972559      -0.03379653
50      -0.369815777     -0.297641063      -0.24408181
51       0.250488759     -0.273561385      -0.03494949
52      -0.956903459     -0.867613607      -0.81800183
53      -0.977579248     -0.938790017      -0.91389683
54      -0.940981027     -0.912836751      -0.94197116
55      -0.206366497     -0.129775706      -0.43530422
56      -0.171957349     -0.051628470      -0.03423472
57       0.324957743     -0.063333772      -0.26868617
58      -0.982242428     -0.912838063      -0.96612104
59      -0.982949246     -0.921860477      -0.93809868
60      -0.967968039     -0.946229148      -0.95981367
61      -0.433703312     -0.096606829      -0.52309339
62      -0.198733656     -0.088504815      -0.11370177
63       0.179906764      0.026277718      -0.34862658
64      -0.983389810     -0.920047162      -0.96788439
65      -0.995573763     -0.963506790      -0.98595852
66      -0.985322212     -0.973589287      -0.97166808
67      -0.160707261     -0.208515280      -0.45214669
68      -0.278929748     -0.130175559      -0.41859999
69       0.048334707      0.016749510      -0.48739013
70      -0.983999477     -0.926033976      -0.93591696
71      -0.983647207     -0.922852028      -0.91418918
72      -0.955207642     -0.950640040      -0.94838083
73      -0.353299849      0.092196893      -0.26989640
74      -0.266081292      0.114656710      -0.18484223
75      -0.068043622     -0.092444417      -0.23331518
76      -0.989410583     -0.933666503      -0.93418901
77      -0.991817705     -0.947179813      -0.96404808
78      -0.966960088     -0.947462328      -0.94585214
79      -0.395859986     -0.054270997       0.08548921
80      -0.304980248      0.356072772       0.68712416
81       0.014082609      0.293633900       0.42756383
82      -0.976303057     -0.911591208      -0.91767816
83      -0.973605554     -0.926055903      -0.91778186
84      -0.911972655     -0.905221049      -0.89405571
85      -0.332520627      0.080564624      -0.53702641
86      -0.008382438     -0.019132833      -0.34960035
87       0.466325681      0.119993604      -0.35740756
88      -0.987384779     -0.919162700      -0.94570471
89      -0.990060963     -0.930286443      -0.94790591
90      -0.971718825     -0.964590430      -0.92392399
91      -0.409070488     -0.354370679      -0.18050132
92      -0.369636141     -0.166324239      -0.09456123
93       0.266115492     -0.208680588      -0.03797162
94      -0.986892418     -0.949829260      -0.93465215
95      -0.989100621     -0.958174310      -0.94854027
96      -0.971409075     -0.937083637      -0.96252437
97      -0.304806274     -0.055613793      -0.26239159
98      -0.035538117     -0.025278174      -0.20481571
99       0.258941676     -0.086052736      -0.24541354
100     -0.994657314     -0.959789142      -0.96292107
101     -0.991318528     -0.966427324      -0.96699900
102     -0.972438525     -0.942791616      -0.95011696
103     -0.378068199     -0.267273645      -0.43986158
104     -0.350639841     -0.190550638      -0.26957139
105     -0.285535872     -0.273798158      -0.41825865
106     -0.994906566     -0.974980069      -0.97572212
107     -0.992789068     -0.952911995      -0.95721618
108     -0.984321858     -0.986746451      -0.98722480
109     -0.057882079      0.112615078      -0.23387233
110     -0.119934775      0.132557581      -0.23998070
111      0.658506543      0.427928785      -0.07836350
112     -0.975204245     -0.948053070      -0.94751493
113     -0.991161671     -0.943193755      -0.94775396
114     -0.962085001     -0.974832076      -0.98474100
115     -0.234985644      0.438436341      -0.26649773
116     -0.108444760      0.164546750      -0.24243897
117      0.113033424      0.560191344      -0.21391676
118     -0.983978375     -0.935031700      -0.92494718
119     -0.969806179     -0.872525409      -0.91099586
120     -0.960997907     -0.964960988      -0.97190132
121     -0.308547185     -0.002562942      -0.16496103
122     -0.213184048      0.082343428      -0.22716417
123      0.266987751      0.277894323      -0.14508171
124     -0.992375229     -0.967561290      -0.95641251
125     -0.982892837     -0.943545158      -0.94245891
126     -0.950929451     -0.957258971      -0.94091901
127      0.024395819      0.003868411      -0.25364361
128      0.132048813      0.230058772      -0.11675334
129      0.402891960      0.167409717      -0.38324268
130     -0.978623190     -0.926995253      -0.90934431
131     -0.987400306     -0.923657558      -0.93840988
132     -0.945656808     -0.912562857      -0.94116395
133     -0.329807280     -0.202524062       0.11614344
134     -0.234309548      0.038059741       0.10450876
135     -0.028296248      0.043228369       0.09479410
136     -0.988345258     -0.930781487      -0.89612526
137     -0.986333386     -0.958042411      -0.92611010
138     -0.952410958     -0.974304149      -0.97226128
139     -0.462733639     -0.182766477      -0.31464692
140     -0.326165553     -0.107787679      -0.28314344
141     -0.034908595     -0.169191148      -0.29155382
142     -0.991100005     -0.954998005      -0.95440270
143     -0.988851853     -0.934454791      -0.92380247
144     -0.965167082     -0.984571808      -0.97305778
145     -0.591449956     -0.170313804      -0.43062459
146     -0.437975787     -0.199988429      -0.23729674
147     -0.213028874     -0.166842376      -0.44946544
    fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z
1           -0.133586606          0.106739857         -0.534713440
2           -0.461907026         -0.381777065         -0.726040201
3           -0.086327897         -0.134580009         -0.401721464
4           -0.987492994         -0.982513910         -0.988339185
5           -0.995059395         -0.986942879         -0.992259398
6           -0.964160709         -0.932217870         -0.960586987
7           -0.314313063         -0.015332952         -0.615898188
8           -0.365415441         -0.243554147         -0.625090981
9            0.049959062          0.080833349         -0.408227423
10          -0.989459107         -0.980804228         -0.988570804
11          -0.984113184         -0.974092125         -0.985292516
12          -0.987250256         -0.984987393         -0.989345369
13          -0.296596633         -0.005614988         -0.543529108
14          -0.486446510         -0.268191524         -0.738705864
15          -0.165442899         -0.147728240         -0.613525074
16          -0.976283535         -0.956461757         -0.977159572
17          -0.960570922         -0.943948547         -0.975595950
18          -0.983122616         -0.971044013         -0.983711905
19          -0.297326072         -0.209900006         -0.772359087
20          -0.396762585         -0.314525031         -0.762772175
21          -0.208250062         -0.177202094         -0.668867334
22          -0.978776912         -0.949293158         -0.981699448
23          -0.975706724         -0.944075309         -0.976229506
24          -0.980079293         -0.944366882         -0.980261236
25          -0.321390320         -0.054521360         -0.633429996
26          -0.225327843         -0.105311153         -0.668825711
27           0.011055933          0.090172010         -0.551178075
28          -0.976530547         -0.954464442         -0.976022330
29          -0.965778921         -0.936202601         -0.968072301
30          -0.985625270         -0.966242580         -0.986135599
31          -0.192694694          0.031445068         -0.608624354
32          -0.186815074         -0.016981141         -0.571673957
33           0.088651510          0.341242393         -0.389057047
34          -0.971488767         -0.946880042         -0.961636555
35          -0.975235678         -0.950681450         -0.969895846
36          -0.968619159         -0.935717453         -0.963567541
37          -0.365314791         -0.043191746         -0.190751539
38          -0.426974026         -0.534191303         -0.631919609
39          -0.004262891         -0.324378560         -0.397774503
40          -0.984026344         -0.971814980         -0.974699194
41          -0.978729083         -0.966850290         -0.974533711
42          -0.983560175         -0.975886145         -0.975072995
43          -0.271448185          0.315883536         -0.404482509
44          -0.247336618         -0.070082146         -0.508248317
45           0.172658982          0.273943792         -0.084667419
46          -0.986913611         -0.983038783         -0.986185349
47          -0.990414087         -0.978581730         -0.984465744
48          -0.975959911         -0.979170882         -0.968699223
49          -0.170228340         -0.228380473         -0.419104363
50          -0.327421990         -0.590112917         -0.677831083
51           0.009382243         -0.355981821         -0.425377408
52          -0.966660404         -0.958522987         -0.964941342
53          -0.971278823         -0.968234580         -0.972588749
54          -0.968601304         -0.966634136         -0.959714718
55          -0.079151827          0.048486767         -0.558512650
56          -0.247598321         -0.202796129         -0.662894135
57           0.156912679         -0.153355803         -0.396147930
58          -0.989550917         -0.982045591         -0.989110860
59          -0.968612136         -0.944847394         -0.979428729
60          -0.978904364         -0.968120692         -0.978582339
61          -0.453943040         -0.170177403         -0.747564612
62          -0.458255021         -0.437276329         -0.803845087
63          -0.128341631         -0.130443830         -0.628902743
64          -0.981607942         -0.968421476         -0.984349607
65          -0.993414564         -0.981185824         -0.990378150
66          -0.987122678         -0.973486716         -0.983302949
67          -0.031059295         -0.094056408         -0.531486322
68          -0.390601220         -0.335926381         -0.750114856
69          -0.072311432          0.051512313         -0.544461426
70          -0.977980349         -0.966538920         -0.981408872
71          -0.975581439         -0.956666344         -0.978792833
72          -0.972820011         -0.964703657         -0.972713845
73          -0.219716160          0.094674160         -0.406173352
74          -0.514337759         -0.319400411         -0.689235779
75          -0.114744976         -0.141775116         -0.356579476
76          -0.993682170         -0.985908120         -0.988612100
77          -0.988185113         -0.979412253         -0.987871531
78          -0.987078175         -0.981394262         -0.983670049
79          -0.484797710         -0.353526894         -0.528889535
80          -0.410967870         -0.371572473         -0.391077873
81          -0.030239637          0.138737970         -0.244857128
82          -0.981920831         -0.968943674         -0.978180021
83          -0.980396602         -0.967830182         -0.973594305
84          -0.973491388         -0.969113291         -0.974914430
85          -0.411500068         -0.060683914         -0.723051141
86          -0.207231605         -0.330391430         -0.783004506
87           0.108062741         -0.007228602         -0.461599142
88          -0.989314360         -0.979713046         -0.987694114
89          -0.986934134         -0.969934104         -0.986654459
90          -0.983949291         -0.973215320         -0.980745097
91          -0.402884115         -0.433612658         -0.456636283
92          -0.538073090         -0.417127012         -0.620123586
93          -0.125682818         -0.281507407         -0.364026696
94          -0.991567868         -0.983230774         -0.984362469
95          -0.991847150         -0.984236462         -0.988657960
96          -0.989287359         -0.986215013         -0.988348905
97          -0.343866129         -0.047037938         -0.543872996
98          -0.287219038         -0.365114264         -0.680325771
99          -0.071876703         -0.298931145         -0.573043711
100         -0.994613162         -0.989915811         -0.990818248
101         -0.992775378         -0.988200349         -0.991450378
102         -0.983213244         -0.978343916         -0.983854159
103         -0.375992795         -0.320264113         -0.664327149
104         -0.575331252         -0.585531433         -0.784728430
105         -0.416050501         -0.464546055         -0.678751080
106         -0.992039061         -0.985694744         -0.990141676
107         -0.990287933         -0.977179032         -0.989275839
108         -0.986641246         -0.986210701         -0.990744753
109          0.090836649          0.085401073         -0.227829842
110         -0.217265178         -0.013169588         -0.507716206
111          0.476803887          0.349771285         -0.098393010
112         -0.988576991         -0.980999858         -0.988151916
113         -0.985913722         -0.973588518         -0.987524588
114         -0.985278007         -0.975964112         -0.988558703
115         -0.122237206          0.255614063         -0.427690452
116         -0.187090779         -0.255008282         -0.533201713
117         -0.147278593          0.293119526         -0.405294896
118         -0.983565761         -0.972776577         -0.978458923
119         -0.963098912         -0.940474179         -0.963973098
120         -0.986213883         -0.978451447         -0.985707806
121         -0.107412803         -0.014841517         -0.443563413
122         -0.462972849         -0.261261053         -0.603127367
123         -0.046386790         -0.113161860         -0.293237567
124         -0.990027822         -0.980347169         -0.986845672
125         -0.979530485         -0.966024076         -0.979723340
126         -0.987061377         -0.973164433         -0.984925271
127          0.018004779          0.213423556         -0.343195611
128         -0.067797852         -0.106099614         -0.528567803
129          0.040461846         -0.027029444         -0.535893778
130         -0.984299609         -0.969776055         -0.981272224
131         -0.978773001         -0.956169964         -0.984305238
132         -0.974126068         -0.958960957         -0.976833164
133         -0.235172990         -0.060975310         -0.006236475
134         -0.424877553         -0.380894443         -0.468956384
135          0.081958719         -0.177697841         -0.098519563
136         -0.986019630         -0.979564697         -0.977936447
137         -0.984531642         -0.977157998         -0.976241316
138         -0.987840853         -0.989995617         -0.985502012
139         -0.507640734         -0.294353546         -0.511115619
140         -0.527104719         -0.535843319         -0.562727123
141         -0.355930598         -0.163626808         -0.328569969
142         -0.989288808         -0.981550133         -0.986008449
143         -0.981721691         -0.970228184         -0.979936741
144         -0.988140518         -0.984124532         -0.983185638
145         -0.624145725         -0.367760098         -0.690413386
146         -0.690213626         -0.638086010         -0.830526637
147         -0.522153341         -0.365719830         -0.734990064
    fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z
1          -0.5166919       -0.03350816       -0.43656223
2          -0.5658925        0.15153891       -0.57170784
3          -0.4954225       -0.18141473       -0.23844357
4          -0.9779042       -0.96234504       -0.94391784
5          -0.9875445       -0.98736199       -0.98212053
6          -0.8822965       -0.95123205       -0.91658251
7          -0.6040530       -0.53304695       -0.55985664
8          -0.4763588       -0.45975849       -0.21807247
9          -0.3794367       -0.45873275       -0.42298767
10         -0.9868085       -0.97735619       -0.96352266
11         -0.9763414       -0.97383528       -0.97001070
12         -0.9888607       -0.98191062       -0.96317422
13         -0.6151214       -0.56888867       -0.54589639
14         -0.4848210       -0.55604595       -0.56109765
15         -0.3086303       -0.55309454       -0.54816431
16         -0.9680131       -0.93960999       -0.93063315
17         -0.9019857       -0.92312594       -0.91974385
18         -0.9759864       -0.97703250       -0.96725685
19         -0.5426468       -0.65465777       -0.71645848
20         -0.4835487       -0.48982428       -0.42453351
21         -0.4149190       -0.69151837       -0.62165847
22         -0.9733331       -0.95412042       -0.93286835
23         -0.9124648       -0.94582584       -0.91665163
24         -0.9750947       -0.95618250       -0.96580747
25         -0.5293928       -0.50268338       -0.42036708
26         -0.5016856       -0.40348639       -0.38037801
27         -0.5149409       -0.43155278       -0.37470519
28         -0.9693904       -0.94757147       -0.94734648
29         -0.9127809       -0.93185781       -0.91678936
30         -0.9807058       -0.97725780       -0.96330574
31         -0.5153239       -0.33200871       -0.51220923
32         -0.3902481       -0.31361857       -0.30999809
33         -0.2867249       -0.23547098       -0.27566726
34         -0.9634070       -0.94490147       -0.94732680
35         -0.9528174       -0.94253917       -0.95445570
36         -0.9621650       -0.94536510       -0.94713677
37         -0.5636153       -0.29085938       -0.46327002
38         -0.3686370       -0.57996461       -0.39306289
39         -0.4327310       -0.35171774       -0.49512005
40         -0.9427264       -0.93824472       -0.93982602
41         -0.9478920       -0.94581816       -0.95433941
42         -0.9623483       -0.93972787       -0.95887641
43         -0.2342520       -0.19080572       -0.14297423
44         -0.4099556       -0.04788025        0.26320288
45         -0.3027351       -0.04613563       -0.26825341
46         -0.9853393       -0.96892443       -0.96263225
47         -0.9742010       -0.96805550       -0.97597646
48         -0.9678464       -0.95031647       -0.97067197
49         -0.5074045       -0.49099034       -0.34236722
50         -0.3616264       -0.35203309       -0.16555455
51         -0.4235588       -0.36428257       -0.35656147
52         -0.9618360       -0.91058336       -0.93418748
53         -0.9247386       -0.94195058       -0.94494281
54         -0.9463892       -0.92313194       -0.96568631
55         -0.4582929       -0.20439282       -0.27329287
56         -0.3413016        0.17173579       -0.40382208
57         -0.3395144       -0.34323700       -0.15039164
58         -0.9897124       -0.98357965       -0.96241856
59         -0.9322739       -0.95839986       -0.95890126
60         -0.9645446       -0.95345350       -0.97529880
61         -0.6231503       -0.45366318       -0.49855464
62         -0.5178116       -0.15378785       -0.72992873
63         -0.3977228       -0.48112749       -0.39722047
64         -0.9891895       -0.98213792       -0.95680277
65         -0.9810091       -0.99435309       -0.98230878
66         -0.9824246       -0.98266063       -0.96318390
67         -0.5931429       -0.44379833       -0.42225652
68         -0.5604630       -0.48391839       -0.39609572
69         -0.4223632       -0.51892313       -0.44851299
70         -0.9763399       -0.95904070       -0.95476988
71         -0.8843852       -0.93852985       -0.95433576
72         -0.9692546       -0.95534368       -0.95642438
73         -0.4357147       -0.31861851       -0.45533390
74         -0.5629110       -0.36428326       -0.27252501
75         -0.4521904       -0.24966033       -0.42700825
76         -0.9867147       -0.97827071       -0.96945175
77         -0.9558184       -0.97142515       -0.97553327
78         -0.9734468       -0.95994413       -0.96979721
79         -0.6300821        0.08329506       -0.18023295
80         -0.4647429        0.64623364        0.52245422
81         -0.3788829        0.07413912        0.18279470
82         -0.9815731       -0.95822740       -0.95602881
83         -0.9627410       -0.94430686       -0.95016271
84         -0.9597405       -0.92995541       -0.95779048
85         -0.3576334       -0.36536121       -0.54399759
86         -0.4372253       -0.24361227       -0.52374430
87         -0.3516300       -0.36097285       -0.34367330
88         -0.9888819       -0.97345609       -0.96622865
89         -0.9482752       -0.96944288       -0.97128218
90         -0.9582245       -0.95999191       -0.96001583
91         -0.6737411       -0.61194088       -0.40321979
92         -0.5098960       -0.55960060       -0.38730949
93         -0.4703735       -0.56521403       -0.52110082
94         -0.9820579       -0.95434375       -0.96427005
95         -0.9739269       -0.97840242       -0.98352740
96         -0.9775096       -0.96813525       -0.98573100
97         -0.5048493       -0.43923879       -0.43876870
98         -0.5244684       -0.48115412       -0.27789147
99         -0.3931947       -0.46939043       -0.54094952
100        -0.9900413       -0.98481310       -0.98096965
101        -0.9817913       -0.98394658       -0.98672527
102        -0.9772035       -0.97062781       -0.97835713
103        -0.7349014       -0.46089066       -0.54840977
104        -0.6007113       -0.44342984       -0.46602243
105        -0.5139471       -0.60775798       -0.54399611
106        -0.9925754       -0.98571009       -0.98279728
107        -0.9622727       -0.97880185       -0.97482259
108        -0.9930194       -0.98345777       -0.98648305
109        -0.1083888       -0.13301029       -0.22027119
110        -0.4775147       -0.14992516       -0.20749812
111         0.1966133       -0.02848957       -0.21589223
112        -0.9855760       -0.95559861       -0.96786925
113        -0.9466070       -0.96696724       -0.96321279
114        -0.9839448       -0.95983137       -0.97541752
115        -0.2799315        0.10770481       -0.26495721
116        -0.5320217       -0.07904672        0.09547683
117        -0.2533656       -0.15996142        0.01830508
118        -0.9784335       -0.95801570       -0.94917682
119        -0.8905257       -0.90123750       -0.91487201
120        -0.9851546       -0.97309252       -0.97499527
121        -0.4918592       -0.41940088       -0.38550536
122        -0.5609680       -0.47829964        0.01309164
123        -0.4697901       -0.38841875       -0.45077214
124        -0.9895593       -0.97472322       -0.97913068
125        -0.9645303       -0.95408091       -0.96312457
126        -0.9762269       -0.94659986       -0.98327071
127        -0.3744963       -0.48162441       -0.25317388
128        -0.3381398       -0.47388207       -0.22243179
129        -0.2845324       -0.57033990       -0.37731903
130        -0.9823733       -0.94610794       -0.95104570
131        -0.9198518       -0.96217274       -0.96365278
132        -0.9580310       -0.96071125       -0.93696564
133        -0.5450517        0.28658152       -0.28782087
134        -0.5904308       -0.30161998       -0.08225211
135        -0.4825983        0.12605232       -0.30589670
136        -0.9815232       -0.94373342       -0.96191405
137        -0.9416985       -0.94587119       -0.96424992
138        -0.9826652       -0.95499731       -0.98531784
139        -0.6169158       -0.49589627       -0.45333786
140        -0.6029455       -0.58617782       -0.31199641
141        -0.4848947       -0.52341270       -0.57328191
142        -0.9888916       -0.97625243       -0.97285179
143        -0.9618857       -0.96579806       -0.97268865
144        -0.9847133       -0.95779295       -0.98360275
145        -0.4066781       -0.56720128       -0.60354421
146        -0.5001198       -0.34936269       -0.60111261
147        -0.3162521       -0.47064112       -0.50673831
    fBodyAccMag-std() fBodyBodyAccJerkMag-std()
1       -0.3980325868               -0.10349240
2       -0.4162601015               -0.53305985
3       -0.1865303011               -0.10405226
4       -0.9284448017               -0.98160618
5       -0.9828172631               -0.99251256
6       -0.7983009404               -0.92180398
7       -0.5771052117               -0.16409197
8       -0.3667282438               -0.26042384
9       -0.0214787882                0.22748073
10      -0.9555756022               -0.98412419
11      -0.9652258981               -0.97664727
12      -0.9751213879               -0.98456849
13      -0.4563730809               -0.08985199
14      -0.4479943692               -0.48060920
15      -0.2338494221               -0.15910229
16      -0.8746265921               -0.96656885
17      -0.9218360766               -0.94820681
18      -0.9683502174               -0.97530538
19      -0.6511726282               -0.32045870
20      -0.3010058985               -0.49732409
21      -0.2636440303               -0.28042678
22      -0.9198157096               -0.96158452
23      -0.8953400421               -0.96003250
24      -0.9371879760               -0.95803712
25      -0.5196369261               -0.30568538
26      -0.2540919271               -0.37861668
27       0.0428533623               -0.08973570
28      -0.9256692911               -0.96654532
29      -0.8867451707               -0.94360196
30      -0.9625253694               -0.97638193
31      -0.4216830935               -0.09649997
32      -0.2221614337               -0.17773484
33       0.1446227571                0.15480886
34      -0.9395472029               -0.94730470
35      -0.9445641075               -0.95538158
36      -0.9053739798               -0.95155266
37      -0.3517067805               -0.02213836
38      -0.4153071067               -0.49744136
39       0.0214440977                0.10785684
40      -0.8869156382               -0.96849487
41      -0.9372879651               -0.96909216
42      -0.9105424629               -0.96535923
43      -0.3608189785               -0.27643613
44      -0.4092828517               -0.37926650
45      -0.1561410936                0.13473473
46      -0.9317212400               -0.97932021
47      -0.9386281863               -0.97913544
48      -0.9172579794               -0.96379109
49      -0.5138919533               -0.32233754
50      -0.5099294614               -0.48493575
51       0.0888671674                0.07055261
52      -0.8691725114               -0.94939498
53      -0.9402655464               -0.96359316
54      -0.9219297384               -0.95509471
55      -0.3704719440                0.05020876
56      -0.3614375347               -0.33436504
57      -0.0616742841                0.03802667
58      -0.9415119528               -0.98326674
59      -0.9450482430               -0.95210596
60      -0.9443049747               -0.96537755
61      -0.5844559920               -0.41744682
62      -0.3760278789               -0.51370346
63      -0.1371230604               -0.17366175
64      -0.9485219860               -0.97228913
65      -0.9815039696               -0.98802123
66      -0.9760376956               -0.97512653
67      -0.4088962994               -0.01395391
68      -0.3952851310               -0.34656514
69      -0.1051249721                0.04206313
70      -0.9506471888               -0.97295144
71      -0.9397419290               -0.96414560
72      -0.9421332552               -0.96165300
73      -0.4383889532               -0.11359192
74      -0.4090655164               -0.49109081
75      -0.2109127664               -0.07098938
76      -0.9385299310               -0.98833230
77      -0.9704453789               -0.98062126
78      -0.9494313192               -0.97804435
79      -0.4574900095               -0.45342601
80      -0.1432538892               -0.40984765
81       0.1786845809                0.19426342
82      -0.9291939372               -0.97295941
83      -0.9397998698               -0.96967752
84      -0.8596060471               -0.96360743
85      -0.4583447924               -0.34241193
86      -0.2556593408               -0.39131340
87       0.1531241781                0.15050775
88      -0.9411959381               -0.98327625
89      -0.9502040458               -0.98018409
90      -0.9455085600               -0.97253008
91      -0.5921509851               -0.44144775
92      -0.4189242561               -0.51993124
93      -0.0534137179               -0.09196234
94      -0.9425882501               -0.98219055
95      -0.9571735719               -0.98591272
96      -0.9581118959               -0.98724716
97      -0.5651625077               -0.21123186
98      -0.2173931706               -0.43738311
99      -0.0618876767               -0.23653852
100     -0.9653996797               -0.99031963
101     -0.9755048406               -0.98947209
102     -0.9490425317               -0.97965723
103     -0.5655630570               -0.44445349
104     -0.4362189334               -0.58792608
105     -0.3442994342               -0.38656507
106     -0.9822261516               -0.99104430
107     -0.9732648536               -0.98627736
108     -0.9876484845               -0.98971066
109     -0.3247934061               -0.02228696
110     -0.3682534990               -0.43467125
111      0.0828630624                0.31634642
112     -0.9528022777               -0.98368727
113     -0.9642591108               -0.97917915
114     -0.9640567740               -0.97945219
115     -0.3899340043               -0.03106503
116     -0.3202410123               -0.28045003
117      0.0002421746                0.07903798
118     -0.9421512315               -0.97259774
